FIRE_ID,FIRE_NAME,YEAR,ACRES,latitude,longitude
CA3601111879719850712,TULARE 4,1985,1290.0,36.01068951399146,-118.79711775724613
CA3544311877719850503,ADELAIDE,1985,1054.0,35.44289907123969,-118.7756056242423
CA3672712076819850609,PONOCHE 2,1985,7508.0,36.73140094290336,-120.76690618531418
CA3590312056319850702,LOWES,1985,2708.0,35.90432107966359,-120.5657859761791
CA3673911825219850706,ONION,1985,8583.0,36.74302389513307,-118.24826366549368
CA3637912058319850706,LOSGATOSIV,1985,20357.0,36.38228739088959,-120.58174560650384
CA3599412057519850706,BIG SANDY,1985,3139.0,35.99207720249037,-120.57526587703543
CA3603712055919850706,ANDREWS,1985,5071.0,36.03807312817371,-120.56102357085915
CA4030512015819850519,SKEDADDLE,1985,1358.0,40.30574354322322,-120.15665808967431
NV4024611989419850619,DRY VALLEY,1985,15749.0,40.25223672376467,-119.88714209979342
CA4034312052019850807,BASS HILL,1985,2495.0,40.34264853963398,-120.5160788201918
CA3985112177219850611,ROCK CREEK,1985,1169.0,39.85055394376907,-121.77330153166469
CA3844612209319850831,MILLER,1985,2027.0,38.44616981758887,-122.09205568345448
ID4202111653519850707,GARAT 2,1985,5717.0,42.0139334914157,-116.53247183984935
NV4012811709119850707,COTTONWOOD,1985,16877.0,40.12200944579506,-117.09381592490472
NV4053711655619850710,FIRE CREEK,1985,15527.0,40.53848645081788,-116.56073423307159
NV3983611975019850718,BEDEL FLAT,1985,9490.0,39.84356030097864,-119.75776198449245
NV3922011851919850729,COCOON MTS,1985,8000.0,39.21969947781728,-118.51772374724726
NV3932011785119850620,EASTGATE2,1985,5827.0,39.32125257460938,-117.84827350960815
NV4026011966419850620,BIA 6,1985,10226.0,40.26288818891799,-119.66427223225644
CA3976912001319850708,HAL JNCT 2,1985,2427.0,39.765729313226515,-120.01229529219297
NV3985111997419850708,LONG VA,1985,12299.0,39.85377400162459,-119.98017728234356
NV3974811971719850708,HUNGRY VA3,1985,18177.0,39.75329884499132,-119.71847082379587
NV3949311938319850707,GOOSEBERRY,1985,29290.0,39.490643347801,-119.37036748129107
NV4184511634619850706,SHEEP CK,1985,3614.0,41.84810425549638,-116.34500180729708
NV4151411650019850707,FOURMILE,1985,3199.0,41.51963855518916,-116.49793268003043
NV4059811643919850707,BOBS CREEK,1985,2835.0,40.59735364561272,-116.43355016670402
NV4194611663019850710,YP DESERT,1985,16979.0,41.93695468006149,-116.6340982122058
NV4101311650119850708,ANTELOPE,1985,14608.0,41.015709474756754,-116.49300264713912
NV4017311588019850709,SADDLER,1985,1013.0,40.17190663790888,-115.88270774066596
NV4092811641319850710,NDF 9,1985,5773.0,40.92734399492891,-116.41358881733528
NV4113511663319850714,SILVER CLD,1985,15854.0,41.133784306012274,-116.6226162088817
NV4104311668119850727,CLEMENTINE,1985,4507.0,41.041697056887145,-116.68305752430219
NV4078911634419850817,PREMO STN,1985,3229.0,40.791272136991736,-116.34131235204742
NV4043711605319850817,TROUT CRK,1985,1016.0,40.43677880000676,-116.0553970801088
NV4066911589119850817,GRINDSTONE,1985,3157.0,40.67702287692006,-115.87102979552616
NV4117311687719850817,CLOVER RCH,1985,2018.0,41.170002685214186,-116.88182354327876
NV4102711543119850818,HALLECK,1985,1294.0,41.01781712697633,-115.42805841067907
NV4118411534519850819,ALLEN CRK,1985,2591.0,41.18287419478008,-115.34405359110376
NV4080111784919850726,ROSE PK,1985,4026.0,40.79979819859316,-117.85510605935164
