FIRE_ID,FIRE_NAME,YEAR,ACRES,latitude,longitude
CA3633311865120220803,SUMMIT,2022,2266.0,36.3290194862422,-118.65549532054008
CA3766111947120220804,RED,2022,8495.0,37.663513331542916,-119.48805625065592
CA3754911992120220722,OAK,2022,19408.0,37.54565054688933,-119.86174216288498
CA3831412072120220704,ELECTRA,2022,4645.0,38.33792939266171,-120.65386583716649
CA3750011961420220707,WASHBURN,2022,4980.0,37.5219857366902,-119.58136370163243
CA3736911837220220216,AIRPORT,2022,4478.0,37.266601253272846,-118.30423394019012
NV3952311852720220307,NVSWR-FY22-RX-W,2022,1462.0,39.636927042269214,-118.43238036653288
CA3795411955220220808,RODGERS,2022,3155.0,37.95816334957909,-119.5189595010854
CA3900612074520220907,MOSQUITO,2022,77858.0,39.04163124812041,-120.68222208974072
NV4164611529420220713,WILDCAT,2022,20008.0,41.637754667885446,-115.2271967086178
CA3261311670620220831,BORDER 32,2022,4530.0,32.609463739529794,-116.65624019229527
CA3371711689320220905,FAIRVIEW,2022,28680.0,33.676956514150554,-116.86510900222098
CA3451411862920220831,ROUTE,2022,5335.0,34.54504104712437,-118.64372316035085
CA3493411887620220622,THUNDER,2022,2586.0,34.92289121804571,-118.89448433081387
CA3418511691820220905,RADFORD,2022,1090.0,34.21347074913725,-116.88553461350848
NV4181411870020220826,CHERRY GULCH,2022,15642.0,41.818613370090205,-118.62535083003453
CA4143212238420220902,MILL,2022,4419.0,41.47383951366817,-122.39324976270893
CA4183012289520220729,MCKINNEY,2022,60592.0,41.810729350413226,-122.82809270147087
CA4082312363920220805,AMMON,2022,11514.0,40.83220388074557,-123.64472634896126
CA4090712359920220805,CAMPBELL,2022,30392.0,40.94440146455278,-123.5513803001979
CA4142912263720220902,MOUNTAIN,2022,13965.0,41.466917759945325,-122.65739033263226
CA4186812327820220730,YETI,2022,7825.0,41.82666470225652,-123.26801938301688
CA4189012029820220907,BARNES,2022,5916.0,41.87068387816471,-120.26130610042503
NV4099311562120210622,HUFF,2021,1553.0,41.02357772812501,-115.60421314852945
NV3774011500120210309,BIG ROCKS,2021,6320.0,37.70877359461738,-115.00730262823512
NV3599911559820210610,SANDY VALLEY,2021,1081.0,35.98574804648378,-115.56199686359075
CA3298011643520210501,SOUTHERN,2021,5525.0,32.97560186500345,-116.46196810146722
CA3350411735320210828,CHAPARRAL,2021,1601.0,33.49185012786521,-117.38353350899061
CA3534311578320210617,MOJAVE,2021,2499.0,35.36002335180431,-115.75923953042297
NV3700011641620210517,CHERRYWOOD,2021,25489.0,37.07162577047154,-116.403824449014
NV3727011619820210825,SOUTHERN BENCH,2021,14385.0,37.31092696736094,-116.1477536468368
CA3494811892720210627,SHELL,2021,2048.0,34.90191266463325,-118.9068884509648
CA3595912083320210530,SARGENTS,2021,1231.0,36.00824363909227,-120.77094331008658
CA3620712156020210618,WILLOW,2021,3090.0,36.206956241825665,-121.542964254565
CA3408411857020210515,PALISADES,2021,1369.0,34.09714097704432,-118.56717818067236
CA3540811843620210720,PEAK,2021,2317.0,35.4195527957695,-118.40437908489174
CA3451712013120211011,ALISAL,2021,17677.0,34.492122144111626,-120.09355852905186
CA3602211875920210618,NETTLE,2021,1372.0,36.003651853941015,-118.76230863127142
CA3568711855020210818,FRENCH,2021,27331.0,35.69374292002584,-118.57622845470989
CA3627811855020210815,WALKERS,2021,9011.0,36.309734173680596,-118.54632333597097
CA3604711863120210910,WINDY,2021,97831.0,35.97107149261532,-118.60825988463509
CA3658211879520210912,KNP COMPLEX,2021,89960.0,36.56537366352753,-118.79219541983818
CA3908512098820210804,RIVER,2021,2706.0,39.114003407330365,-120.98146791743821
CA4091612363420210829,KNOB,2021,2478.0,40.90411216568722,-123.62812739898281
CA4086312235520210630,SALT,2021,12593.0,40.90591076142731,-122.35809196911981
CA3987612137920210714,DIXIE,2021,979795.0,40.228632669269295,-121.05482015393795
CA3571211791620210501,OWENS,2021,1548.0,35.69971958202305,-117.90818911231811
CA4145912232920210625,LAVA,2021,26287.0,41.48602456390901,-122.2799011728619
CA4166512205420210628,TENNANT,2021,11738.0,41.71754315150941,-122.05184853610633
CA4114212301620210731,HAYPRESS,2021,204549.0,41.07861506891927,-122.9887017843677
CA4150012192920210801,ANTELOPE,2021,141960.0,41.643043569659476,-121.74594775132672
CA4132412320120210731,CRONAN,2021,7609.0,41.306993189038664,-123.24609782279948
CA3780211887520210712,DEXTER,2021,2977.0,37.80989798730823,-118.87533300663092
CA3858612053820210815,CALDOR,2021,226583.0,38.71000814236993,-120.33040431501581
CA3983912034520210702,SUGAR,2021,108368.0,39.9505597710822,-120.1962499014679
CA3862811985720210704,TAMARACK,2021,70171.0,38.7273475203429,-119.71117667981451
CA3846311986320210625,HENRY,2021,1316.0,38.46851502640004,-119.85775728393824
CA3876011973020210701,EAST FORK,2021,1184.0,38.76566754961695,-119.73343902290753
CA3797811972120210731,TILTILL,2021,2829.0,38.0040146103983,-119.69600479457914
CA3734911987120210711,RIVER,2021,10183.0,37.33780065744422,-119.82560376259518
CA4073512229220210922,FAWN,2021,9087.0,40.717339265928516,-122.2796283851184
CA4075212333720210731,MONUMENT,2021,226125.0,40.74357041823524,-123.29976778095165
CA4035012303620210730,MCFARLAND,2021,121554.0,40.26632335752193,-122.91508412316186
CA4156412340420210801,MCCASH,2021,95762.0,41.56667754661853,-123.36199992208778
